id_municipio,ano,mortalidade_1,mortalidade_5,taxa_freq_liquida_pre,indice_gini,prop_pobreza_extrema_criancas,prop_pobreza_criancas,prop_vulner_pobreza_criancas,taxa_agua_esgoto_inadequados,taxa_criancas_fora_escola_4_5
5000203,2010,18.8,22.65,42.14,0.5,1.17,8.91,41.88,1.53,33.43
5000856,1991,32.89,38.58,17.51,0.5,26.21,59.29,84.12,0,NA
5001508,2000,25.09,29.42,22.4,0.5,6.48,32.72,67.59,7.86,73.3
5002159,2010,24.4,29.36,66.82,0.5,9.05,26.66,58.14,1.3,20.54
5002407,2010,18.4,22.11,39.41,0.5,19.78,33.43,54.29,11.49,46.98
5002803,2000,23.61,27.69,17.26,0.5,22.91,54.5,82.53,17.02,82.74
5004601,2010,25,29.99,49.67,0.5,12.43,31.1,60.75,4.13,24.48
5004908,1991,36.33,42.59,0,0.5,19.67,49.82,83.71,2.48,NA
5005152,1991,40.77,47.65,0,0.5,33.49,67.19,90.15,0,NA
5005681,2010,20.6,24.71,44.75,0.5,6.05,18.91,48.17,0.19,26.01
5007109,2000,23.68,27.77,19.47,0.5,5.8,29.68,66.67,6.01,77.13
5007935,1991,31.45,36.9,7.04,0.5,6.54,28.53,65.11,1.23,NA
5007935,2010,21.1,25.37,50.57,0.5,3.94,13.46,41.61,3.52,28.87
5007950,2000,33.1,38.73,13.79,0.5,25.65,57,84.44,28.71,75.38
5008008,2010,17.2,20.74,36.09,0.5,11.1,28.5,63.03,9.74,43.94
5100102,2010,17,20.82,41.11,0.5,17.24,35.33,69.8,14.67,41
5101258,2010,16.1,19.69,50.58,0.5,7.18,16.62,43.58,3.66,27.95
5101605,2010,16.6,20.38,40.08,0.5,19.92,42.12,77.86,23,40.71
5103361,2010,18,22,57.76,0.5,6.49,18.2,42.98,4.25,16.69
5104203,1991,32.23,35.77,3.44,0.5,10.87,42,72.7,0.42,NA
5105580,1991,24.7,27.43,8.15,0.5,7.15,19.86,65.35,19.32,NA
5106174,2000,32.3,35.84,16.66,0.5,34.59,55.98,81.78,29.94,70.51
5106190,2000,24.81,27.56,12.74,0.5,19.6,37.9,71.81,20.16,84.89
5106240,2010,17,20.88,56.93,0.5,6.48,15.95,46.87,2.97,19.26
5106273,1991,36.56,40.56,5.99,0.5,31.91,60.34,84.93,1.57,NA
5106307,2010,16.7,20.42,39.68,0.5,10.78,19.3,46.81,4.18,41.12
5106778,1991,39.01,43.26,0,0.5,40.92,70.28,89.98,1.82,NA
5106802,2010,17.2,21.02,60.82,0.5,4.86,12.97,38.12,2.2,25.99
5107065,2010,15.1,18.49,62.62,0.5,14.45,20.99,43.19,3.32,24.38
5107206,2010,17,20.81,63.88,0.5,6.1,17.67,47.44,3.96,16.67
5107768,2010,13.7,16.82,63.8,0.5,2.81,5.7,25.18,1.59,23.86
5108105,2010,19.6,24.05,36.24,0.5,14.44,33.38,65.37,4.82,54.23
5200050,2000,25,29.48,22.13,0.5,4.64,38.4,64.1,5.44,60.26
5201108,2010,15.14,17.16,33.9,0.5,1.65,11.21,35.4,2.13,52.87
5202353,1991,37.08,43.71,17.57,0.5,17.45,48.6,81.02,5.98,NA
5202353,2010,13.8,16.32,65.67,0.5,2.74,21.93,50.19,0.88,3.99
5202502,2000,26.1,30.76,24.03,0.5,7.87,31.4,69.13,3.31,64.27
5202809,1991,25.54,30.17,21.58,0.5,18.8,51.4,72.16,0.24,NA
5203401,1991,32.18,37.94,15.59,0.5,20.74,47.85,74.51,13.24,NA
5203807,1991,28.21,33.34,16.49,0.5,25.74,61.4,83.32,1.86,NA
5205059,1991,24.83,29.3,24.04,0.5,28.76,54.17,83.35,4.8,NA
5205455,2000,24.5,28.85,37.05,0.5,9.12,36.91,70.89,1.4,42.94
5205497,2010,14.8,17.51,47.49,0.5,3.7,15.74,41.33,1.92,29.43
5205521,2010,14.3,16.85,46.1,0.5,10.49,30.94,61.59,5.38,31.34
5206701,1991,30.29,35.66,13.43,0.5,37.74,72.93,86.44,39.62,NA
5207352,2010,15.4,18.15,37.01,0.5,3.45,15.83,40.62,0.85,26.29
5209101,2010,10.98,13.03,60.22,0.5,1.85,7.39,33.95,4.29,18.14
5209200,2000,28,32.99,10.78,0.5,9.57,38.47,71.01,5.44,76.58
5209457,1991,29.36,34.68,4.01,0.5,50.49,79.13,91.95,2.24,NA
5209606,2010,14.8,17.53,19.51,0.5,4.76,23.48,66.08,3.31,42.79
5209804,1991,31.17,36.74,6.62,0.5,30.82,58.76,82.18,0.8,NA
5210802,1991,28.78,33.89,26.95,0.5,9.96,37.94,65.23,0.08,NA
5212006,1991,33.53,39.51,5.34,0.5,14.46,41.85,67.74,9.01,NA
5212006,2000,32.4,38.18,55.24,0.5,20.74,51.3,78.9,6.81,15.21
5212501,2010,12.25,14.54,34.4,0.5,4.98,19.61,48.12,6.49,40.7
5212907,2000,23,27.18,47.97,0.5,12.27,31.83,66.66,2.04,30.91
5215231,2000,29.1,34.26,30.95,0.5,11.32,34.7,64.95,12.68,63.24
5215900,2000,27.3,32.24,24.8,0.5,0.88,27.74,68.17,9.61,58.33
5218904,2000,29.8,35.17,42.36,0.5,7.24,34.58,67.21,9.65,45.13
5219704,2010,13.8,16.27,62.27,0.5,12,32.08,60.92,2.7,20.74
5220157,2000,28.6,33.78,31.97,0.5,20.75,55.55,79.91,22.2,64.2
5221080,1991,36.93,43.45,0,0.5,28.88,61.25,79.33,0.72,NA
5221197,2000,28.5,33.57,45.47,0.5,23.95,45.23,72.11,8.41,42.91
5221858,1991,25.49,30.07,21.26,0.5,5.73,24.67,48.17,1.09,NA
5221858,2010,14.83,17.3,58.23,0.5,2.69,12.45,36.09,3.1,19.16
5222203,1991,31.94,37.59,0,0.5,32.85,66.31,90.55,12.81,NA
1100031,2010,24.8,26.58,58.34,0.51,8.51,31.01,61.89,3.31,33.08
1100262,1991,54.65,69.43,0,0.51,38.73,68.71,93.85,1.87,NA
1100338,1991,62.46,79.17,11.13,0.51,38.58,67.01,86.35,4.63,NA
1100379,2000,31.34,37.5,9.37,0.51,30.61,58.09,79.97,24.3,85.85
1100502,2010,18.2,19.47,53.85,0.51,22.07,44.52,68.43,8.4,38.86
1100908,1991,56.02,71.15,0,0.51,64.49,87.74,95.06,3.85,NA
1101476,1991,43,54.82,11,0.51,50.97,81.66,93.94,1.33,NA
1101708,2010,22.2,23.83,34.11,0.51,17.58,35.19,64.48,9.73,52.53
1200138,1991,36.18,43.84,0,0.51,35.85,64.95,90.13,15.35,NA
1200393,2000,41.58,46.15,6.13,0.51,42.26,74.77,92.58,57.71,86
1300839,1991,53.88,65.67,9.52,0.51,38.54,73.67,91.49,78.61,NA
1300904,1991,65.43,79.66,0,0.51,42.79,86.54,95.01,0.23,NA
1303205,1991,55.64,67.81,7.07,0.51,45.52,78.62,91.17,67.38,NA
1304260,2000,47.88,58.36,10.2,0.51,42.15,71.04,88.55,45.08,77.1
1500131,1991,52.15,64.04,19.65,0.51,22.79,58.13,77.53,1.38,NA
1500404,1991,64.86,79.4,16.81,0.51,45.76,78.75,92.31,2.04,NA
1501204,1991,51.99,63.85,30.07,0.51,58.02,85.73,95.41,36.13,NA
1502509,2000,35.37,38.08,7.85,0.51,51.72,83.82,94.56,90.92,79.77
1502806,2000,47.69,51.3,3.63,0.51,30.8,61.91,87,67.91,76.91
1503093,1991,65.75,80.49,2.03,0.51,30.81,66.83,87.94,5.59,NA
1504802,1991,45.82,56.35,12.44,0.51,42.73,77.43,92.03,20.74,NA
1504976,1991,59.36,72.77,7.04,0.51,43.24,84.16,95.59,3.13,NA
1505106,1991,55.22,67.77,10.12,0.51,41.53,70.59,91.77,16.21,NA
1505551,1991,53.38,65.54,5.35,0.51,32.03,68.89,95.25,11.56,NA
1505551,2010,27.3,29.37,24.07,0.51,26.75,48.38,74.17,26.4,38.35
1506500,2010,19,20.47,48.41,0.51,9.89,37.08,68.22,19.76,16.56
1507458,1991,53.17,65.29,0.66,0.51,50.83,78.76,92.98,3.86,NA
1507466,2010,24,25.79,60.83,0.51,35.79,65.1,88.77,36.09,9.6
1508035,1991,72.19,88.23,14.57,0.51,59.85,82.42,93.88,19.62,NA
1508050,2000,39.45,42.47,7.58,0.51,29.54,51.54,81.67,81.23,78.65
1508209,1991,45.82,56.35,8.08,0.51,40.88,69.14,87.68,4.76,NA
1700350,1991,51.43,67.68,4.23,0.51,35.8,66.81,87.22,0.22,NA
1702307,2010,17.1,18.37,24.33,0.51,6.32,33.81,67.19,7.97,23.86
1704600,2010,31,33.35,51,0.51,20.1,29.73,75.67,3.18,49
1706506,2010,24.2,25.99,39.34,0.51,18.38,41.72,70.89,13.37,37.65
1710706,2000,45.35,58.22,32.82,0.51,44.62,74.49,92.48,13.51,53.39
1711902,2010,20.5,22.01,18.95,0.51,9.85,34.89,65.3,19.71,51.1
1712157,2010,22.3,24,29.54,0.51,16.76,44.23,66.06,2.8,22.65
1713700,2000,45.13,57.95,0,0.51,39.75,65.64,82.28,7.52,58.6
1713809,2010,17,18.33,46.45,0.51,22.44,45.76,73.59,19.55,30.75
1713957,1991,80.7,104.41,31.03,0.51,27.84,79.24,87.2,67.23,NA
1718006,2010,20.8,22.32,25.47,0.51,24.14,53.14,72.23,1.41,21.82
1718402,2010,15.7,16.85,43.32,0.51,6.39,34.89,68.59,6.34,28.98
1720937,2000,44.26,56.86,0,0.51,35.39,63.9,81.79,6.38,96.33
1722081,2010,26.9,28.95,46.78,0.51,12.14,39.7,70.41,8.51,14.8
2100436,2010,30.6,33.35,58.36,0.51,36.37,63.55,83.64,23.1,22.65
2100709,2000,50.07,64.69,53.33,0.51,65.48,89.1,96.59,26.84,22.43
2101202,1991,94.19,121.35,31.15,0.51,43.63,77.57,90.9,23.26,NA
2101251,2000,48.99,63.41,52.2,0.51,51.98,86.16,96.68,10.69,27.48
2102150,1991,105.96,136.01,0,0.51,61.42,86.39,93.35,52.07,NA
2102358,2000,56.56,72.53,24.35,0.51,64.13,88.21,96.77,64.23,38.67
2103554,2010,31.8,34.62,73.66,0.51,41.52,67.98,88.38,45.24,3.86
2104008,1991,88.09,113.71,4.3,0.51,66.95,90.48,96.93,50.67,NA
2104206,1991,109.14,139.95,22.7,0.51,75.54,91.19,96.56,55.38,NA
2105450,2000,53.3,68.84,59.09,0.51,35.12,69.12,87.43,33.94,37.15
2105476,1991,97.84,125.91,1.87,0.51,80,95.37,98.21,60.65,NA
2105906,2010,33.1,36.08,70.43,0.51,35.2,64.17,88.39,44.18,5.29
2106375,2010,35.6,38.79,36.39,0.51,41.52,66.97,88.44,34.94,16.06
2106805,2010,28.3,30.85,67.54,0.51,35.41,55.36,80.29,42.29,4.69
2107902,1991,87.89,113.46,4.95,0.51,68.7,88.84,95.81,64.63,NA
2108058,1991,102.53,131.75,2.94,0.51,72.56,95.21,98.6,44.49,NA
2108306,2010,41.5,45.19,60.02,0.51,35.7,57.38,83.4,50.49,11.01
2108504,2010,28.4,30.98,73.18,0.51,25.88,55.69,79.12,20.32,3.84
2108603,2010,25.5,27.81,75.19,0.51,26.23,47.96,73.7,33.01,4.94
2109270,2010,28.9,31.54,75.61,0.51,43.24,65.77,88,70.48,3.51
2109601,2010,29,31.63,56.33,0.51,25.84,50.81,77.26,38.32,15.73
2110104,2010,27.4,29.9,61.83,0.51,45.26,71.97,90.41,26.86,7.87
2110302,1991,91.71,118.25,14.13,0.51,54.22,85.27,96.09,66.54,NA
2110609,1991,98.53,126.77,5.58,0.51,74.41,93.58,97.65,61.4,NA
2110807,1991,78.45,101.58,6.17,0.51,84.73,94.51,96.63,84.68,NA
2110856,2010,29.8,32.47,70.76,0.51,26.99,50.22,80.53,44.42,4.38
2111029,1991,79.77,103.25,3.76,0.51,63.22,88.47,95.59,24.54,NA
2111052,1991,60.59,78.71,4.75,0.51,68.27,87.69,95.53,27.45,NA
2111102,1991,88.09,113.72,18.81,0.51,55.76,84.01,93.4,17.05,NA
2111201,2010,20.49,22.3,58.58,0.51,11.12,30.54,63.51,12.04,11.84
2111573,2010,31.7,34.53,41.69,0.51,31.93,55.97,79.48,11.53,52.41
2111748,2010,42.5,46.26,61.94,0.51,40.64,59,85.91,36.6,7.46
2111763,2000,55.12,71.24,34.73,0.51,48.84,77.01,92.58,52.95,25.8
2111953,2010,27.4,29.85,65.64,0.51,33.8,60.45,88.21,16.85,15.18
2112506,1991,111.43,142.78,3.41,0.51,66.63,89.02,96.81,59.5,NA
2112704,2000,48.79,63.07,24.91,0.51,68.98,90.25,97.07,16.2,57.25
2200103,1991,59.99,78.9,7.36,0.51,77.86,92.1,97.08,28.65,NA
2200251,2010,34.6,37.4,52.48,0.51,41.95,66.48,84.98,10.77,16.35
2200509,1991,53.7,70.89,39.52,0.51,60.23,84.87,94.25,49.77,NA
2200608,2000,34.23,44.34,64.89,0.51,47.61,81.43,94.13,5.15,16.89
2200806,2010,22.5,24.31,11.18,0.51,23.88,42.82,75.53,6.21,3.43
2201051,1991,76.07,99.12,5.98,0.51,81.56,91.67,97.97,89.18,NA
2201176,2010,23.2,25.07,84.45,0.51,43.87,65.52,84.89,2.46,1.5
2201200,2010,22.8,24.64,65.32,0.51,29.45,52.46,80.42,6.94,9
2201309,1991,53.38,70.47,56.18,0.51,57.12,87.11,90.7,33.52,NA
2201408,2010,32,34.54,32.22,0.51,15.55,45.37,73.55,1.09,1.27
2201770,2010,24,25.93,64.21,0.51,31.55,61.49,82.14,10.96,0.72
2201945,2000,44.64,57.47,27.84,0.51,66.52,90.61,97.37,1.07,47.05
2202174,2000,49.93,64.08,31.15,0.51,73.9,93.42,98,11.22,37
2202251,2010,23,24.84,37.87,0.51,42.65,62.03,86.65,6.92,2.56
2202406,2010,23.9,25.82,70.29,0.51,39.7,58.17,83.13,8.09,5.54
2202711,2010,22.7,24.51,58.13,0.51,35.59,52.78,79.14,8.04,6.85
2202778,2010,23.9,25.82,83.73,0.51,32.14,53.49,76.93,4.18,2.64
2203230,2000,52.36,67.1,22.58,0.51,63.91,85.58,96.04,6.98,44.44
2203230,2010,29.2,31.63,51.78,0.51,44.49,70.51,90.28,7.82,19.52
2203701,2010,24.4,26.41,66.9,0.51,28.76,52.07,75.46,7.09,8.13
2203800,2000,40.94,52.83,16.6,0.51,65.38,86.71,94.99,0.02,73.29
2203859,2010,27.2,29.43,74.02,0.51,48.13,64.63,83.83,5.92,10.62
2204204,2010,27.2,29.4,36.39,0.51,26.4,49.47,68.7,7.24,6.46
2204659,2010,36.3,39.19,75.43,0.51,32.08,62.17,88.14,17.82,8.51
2205250,2010,35.5,38.41,54.28,0.51,33.79,55.3,86.45,3.25,1.52
2205516,2010,27.2,29.46,59.92,0.51,39.78,60.92,87.47,5.55,2.15
2205557,2000,42.37,54.62,25.41,0.51,56.91,77.79,93.89,1.47,45.28
2205599,1991,65.67,86.09,15.51,0.51,70.15,88.68,96.06,84.34,NA
2205805,2010,38,41.09,65.19,0.51,32.35,55.73,81.26,13.84,4.05
2205904,2000,43.07,55.5,41.53,0.51,57.41,78.59,88.85,4.63,31.06
2206050,2010,31.7,34.28,54.55,0.51,42.8,64.91,87.97,35.64,19.55
2206720,2000,34.54,44.74,8.23,0.51,43.97,80.18,95.15,2.98,77.93
2206902,2000,46.54,59.85,40.76,0.51,39.77,73.47,92.12,2.74,44.21
2206902,2010,23.5,25.38,54.31,0.51,43.54,63.9,89.83,0.94,2.58
2207108,2000,49.14,63.1,42.51,0.51,70.37,93.85,96.17,12.96,34.48
2207553,2010,31.4,33.99,41.39,0.51,40.48,72.2,91.17,2.63,21.22
2207777,1991,62.56,82.16,0,0.51,67.72,87.02,94.48,58.14,NA
2207934,2000,49.76,63.87,12.81,0.51,59.89,83.4,97.5,5.21,65.81
2208205,1991,65.67,86.09,7.76,0.51,73.63,92.58,97.06,65.73,NA
2208601,1991,61.15,80.29,44.98,0.51,76.79,95.19,99.53,31.73,NA
2208858,1991,75.92,98.94,12.27,0.51,79.93,96.82,99,37.95,NA
2209005,1991,56.51,74.47,19.33,0.51,59.56,83.72,95.28,54.73,NA
2209302,2010,24.6,26.57,76.06,0.51,34.56,64.35,86.86,14.73,5.47
2209500,1991,67.86,88.85,9.23,0.51,71.08,88.51,97.75,48.26,NA
2209609,1991,54.79,72.28,59.43,0.51,72.65,88.43,93.31,54.24,NA
2209708,1991,102.77,131.87,21.03,0.51,88.48,95.79,99.27,72.25,NA
2210300,2010,23.5,25.44,43.77,0.51,24.62,49.35,71.98,17.98,15.69
2210656,2010,25.3,27.36,59.57,0.51,40.83,60.12,86.22,9.57,6.11
2210706,2010,24.2,26.13,56.63,0.51,28.27,59.28,81.47,10.58,12.49
2210938,1991,66.02,86.53,0,0.51,59.04,89.21,94.34,74.98,NA
2211407,2010,36.2,39.14,43.94,0.51,39.3,59.66,81.38,0,8.88
2211704,2010,36.2,39.15,88.05,0.51,43.36,65.3,85.56,3.05,3.09
2300150,2000,60.34,76.93,63.07,0.51,42.57,71.68,89.76,32.77,10.82
2300200,1991,85.05,110.08,15.09,0.51,53.22,83.01,93.9,13,NA
2300804,2010,22.7,24.4,32.75,0.51,29.88,59.62,85.52,9.36,4.22
2301208,2010,24.8,26.7,70.9,0.51,34.1,60.05,82.24,26.69,5.9
2301901,2010,16,17.23,56.22,0.51,15.47,42.43,74.11,7.66,3.8
2302800,1991,68.7,89.76,20.63,0.51,59.35,86.2,95.74,42.15,NA
2303006,1991,73.18,95.36,26.05,0.51,66.46,90.64,96.71,70.89,NA
2303204,2010,30.2,32.42,56.68,0.51,28.61,58.37,81.94,11.59,11.81
2303600,2010,24,25.8,42.92,0.51,31.89,56.7,83.85,23.25,15.2
2303709,1991,56.43,74.25,41.6,0.51,35.48,68.54,88.03,22.74,NA
2304004,2010,25,26.9,56.33,0.51,42.8,63.2,87.18,17.65,3.45
2304459,2010,29.4,31.56,64.59,0.51,26.34,52.23,79.53,28.92,5.32
2304608,2010,27.5,29.58,47.89,0.51,33.76,61.79,86.28,21.81,12.01
2304806,2010,33.3,35.72,64.71,0.51,41.94,66.31,86.56,24.92,14.07
2305001,2010,22,23.68,73.73,0.51,27.5,59.38,85.4,15.56,2.34
2305209,2010,22.3,23.95,65.21,0.51,38.21,61.87,82.91,10.22,2.99
2305266,2000,53.37,68.32,52.84,0.51,56.84,84.55,94.87,40.55,25.69
2305902,1991,81.22,105.36,12.31,0.51,72.41,92.54,97.29,73.88,NA
2307700,1991,63.85,83.66,28.24,0.51,50.05,79.51,91.72,36,NA
2308807,2010,23.3,25.07,24.34,0.51,47.36,74.76,90,3.3,10.56
2309508,1991,70.97,92.6,48.14,0.51,59.33,84.94,94.18,42.3,NA
2310100,1991,51.21,67.59,10.21,0.51,52.06,84.16,91.72,39.03,NA
2310506,1991,85.78,110.98,7.22,0.51,72.35,92.48,96.7,78.39,NA
2310951,2010,23.2,24.98,58.06,0.51,45.11,68.9,91.18,23.5,1.21
2311355,2010,31.2,33.56,60.36,0.51,42.38,64.84,83.53,7.08,8.59
2311504,2000,37.93,49.01,32.73,0.51,44.58,77.69,91.59,27.57,32.95
2312304,2010,24.1,25.85,60.65,0.51,27.44,59.12,82.75,11.94,1.95
2312403,2010,22.3,23.98,49.51,0.51,20.28,44.72,74.88,25.17,3.16
2312601,2010,32.4,34.85,59.38,0.51,28.32,57,80.03,25.29,8.76
2312700,2010,23,24.71,69.93,0.51,32.03,55.94,81.61,12.01,3.58
2313005,2010,25.8,27.74,37.04,0.51,34.67,58.95,83.63,7.76,6.54
2313500,1991,59.71,78.42,33.66,0.51,71.13,90.72,96.94,29.21,NA
2313609,1991,72.46,94.47,36.47,0.51,61.23,80.98,90.68,56.99,NA
2400802,2010,25.6,27.57,47.01,0.51,13.19,37.21,69.12,10.91,23.59
2400901,2010,24.9,26.77,58.37,0.51,37,60.11,83.87,21.88,20.58
2401602,1991,78.63,102.41,0,0.51,75.48,92.61,98.25,96.87,NA
2402501,1991,76.57,99.85,54.76,0.51,51.58,83.07,94.55,70.2,NA
2402600,2010,22.6,24.25,54.39,0.51,17.7,45.17,75,9.69,17.54
2403004,1991,59.17,77.94,48.8,0.51,42.57,70.13,89.59,24.48,NA
2404507,2010,23.4,25.15,54.09,0.51,12.9,33.73,65.06,32.09,5.12
2404606,2010,24,25.77,74.73,0.51,35.48,62.11,87.94,42.52,13.25
2405009,1991,76.94,100.3,42.41,0.51,70.43,88.72,98.13,30.32,NA
2405405,2010,31.1,33.46,33.95,0.51,41.41,67.32,88.96,26.79,23.24
2406700,2000,59.22,75.92,60.6,0.51,35.53,64.68,90.43,37.83,9.66
2407252,2010,22.5,24.2,32.1,0.51,23.53,51.15,81.92,1.69,3.2
2408805,2000,68.67,87.55,33.45,0.51,47.54,80.09,92.4,63.21,64.85
2409100,2010,24.4,26.19,40.42,0.51,27.48,53.11,80.75,15.25,2.48
2409506,2000,56.21,72.2,38.62,0.51,49.95,80.23,92.96,37.94,39.88
2409803,2010,28.9,31.06,47.61,0.51,29.15,57.72,81.85,14.72,1.35
2410405,2000,56.21,72.2,74.84,0.51,58.46,83.19,97.19,53.05,9.57
2410603,2000,52.99,68.18,7.09,0.51,33.13,70.2,93.48,60.71,24.72
2411106,1991,85.19,110.54,9.86,0.51,85.64,96.52,99.73,71.81,NA
2411106,2010,21.6,23.2,25.64,0.51,36.6,61.25,82.65,39.2,27
2412203,1991,65.44,85.89,17.12,0.51,42.46,75.92,90.6,24.04,NA
2412559,1991,90.51,117.08,0,0.51,74.4,91.4,95.77,53.32,NA
2412559,2010,20,21.55,54.52,0.51,28.42,53.4,77.33,24.42,3.24
2412609,1991,82.15,106.78,20.5,0.51,56.9,82.85,93.95,45.32,NA
2414159,2000,68.12,86.89,39.15,0.51,41.31,69.03,92.39,63.78,19.5
2414506,2010,19.8,21.29,63.47,0.51,26.2,51.55,82.73,16.57,4.04
2500775,2010,28,30.24,40.6,0.51,31.94,57.82,81.01,8.87,43.6
2500809,2000,50.09,64.32,40.55,0.51,57.7,80.77,95.55,33.66,34.63
2500908,2000,57.48,73.48,45.73,0.51,54.18,78.69,93.33,20.98,39.77
2501153,1991,108.94,139.08,16.23,0.51,91.22,95.46,99.37,83.7,NA
2501534,2010,33.7,36.34,62.14,0.51,41.84,56.98,82.91,43.82,19.57
2502102,1991,70.83,92.41,35.33,0.51,73.02,93.79,97.74,50.1,NA
2502201,2000,43.55,56.13,32.09,0.51,55.83,83.38,92.38,10.18,39.26
2503001,2000,51.45,66,32.9,0.51,36.66,69.87,89.67,25.22,45.26
2503308,2000,43.64,56.24,36.61,0.51,49.64,79.34,92.56,8.73,43.46
2503407,2000,48.28,62.05,52.87,0.51,55.6,80.89,91.37,8.45,31.65
2503605,2010,30.6,33.05,72.55,0.51,24.79,52.5,83.81,22.53,5.07
2504801,1991,82.95,107.48,33.03,0.51,58.28,84.71,94.69,60.21,NA
2504801,2010,20,21.54,56.16,0.51,29.9,60.03,80.54,4.15,20.84
2504900,2000,43.24,55.74,27.98,0.51,43.7,74.6,91.79,32.39,53.02
2505006,2000,49.94,64.13,31.4,0.51,43.61,70.89,90.48,28.39,51.04
2505105,2010,24.5,26.46,56.83,0.51,28.68,57.91,82.39,25.61,18.35
2505238,1991,103.87,133,11.58,0.51,66.76,92.68,98.01,39.84,NA
2505352,1991,98.44,126.43,4.29,0.51,83.59,96.45,98.31,72.17,NA
2505808,2010,19.8,21.35,68.2,0.51,33.83,60.74,83.75,18.88,10.27
2506202,1991,80.83,104.85,67.44,0.51,54.7,83.19,95.68,35.85,NA
2506202,2000,49.94,64.13,30.64,0.51,42.42,68.73,92.69,20.28,30.32
2506608,1991,70.83,92.41,5.75,0.51,89.2,98.08,99.33,56.91,NA
2506806,2000,47.59,61.18,32,0.51,47.66,76.77,91.72,34.39,46.18
2507408,2010,19.4,21,69.79,0.51,27.44,46.94,75.86,5.14,9.66
2507705,2010,26.8,28.88,42.81,0.51,30.64,58.54,81.68,18.02,25.13
2508000,2010,26,28.08,52.92,0.51,37.26,56.02,80.73,11.87,25.79
2508703,2000,57.53,73.54,32.03,0.51,55.25,86.08,97.8,12.26,37.66
2509057,2010,39.6,42.68,69.23,0.51,39.42,61.86,84.48,16.1,8.76
2509156,2010,26.9,29.02,55.81,0.51,23.69,49.87,78.05,5.96,27.37
2509396,2010,31.2,33.66,51.4,0.51,41.41,63.04,83.94,24,16.09
2509800,2000,44.55,57.38,25.73,0.51,45.58,77.54,95,32.7,44.69
2510105,2010,26,28.07,66.39,0.51,31.07,55.67,78.09,14.98,10.41
2510402,1991,76.55,99.55,4.92,0.51,70.75,92.24,97.69,78.29,NA
2510501,2000,48.88,62.8,47.21,0.51,37.36,81.39,92.77,26.89,22.77
2510709,2010,20.6,22.22,48.51,0.51,25.73,48.82,83.48,7.98,14.15
2511905,2010,26.8,28.88,43.84,0.51,31.35,63.18,87.95,10.3,14.58
2512002,2000,44.55,57.38,31.79,0.51,47.58,78.12,91.83,28.63,44.26
2512507,2000,44.05,56.76,36.73,0.51,35.94,69.49,89.03,30.72,41.25
2512721,2010,26.7,28.84,60.65,0.51,40.55,67.26,91.43,33.59,18.18
2512804,2000,48.71,62.59,23.73,0.51,46.97,79.5,94.91,8.03,74.09
2513109,2000,48.71,62.59,50.87,0.51,57.77,79.65,93.61,43.18,31.75
2513158,2000,62.53,79.7,35.32,0.51,70.98,91.85,97.94,31.24,35.83
2513208,2000,39.41,50.92,49.57,0.51,50.45,70.82,91.08,16.66,28.96
2513406,2010,18.5,19.99,70.15,0.51,15.7,44.89,69.81,4.87,9.72
2514107,2010,26,28.08,50.21,0.51,42.4,67.87,90.45,30.11,20
2514305,1991,70.83,92.41,11.81,0.51,88.92,98.56,98.76,70.64,NA
2514453,2010,29.7,32.01,58.58,0.51,36.34,62.19,86.9,55.38,13.23
2514651,1991,62.36,81.76,0,0.51,71.93,88.08,98.98,91.9,NA
2515302,2000,55.99,71.63,32.79,0.51,42.74,75.68,91,31.71,48.67
2516102,2010,23.6,25.41,56.29,0.51,20.77,48.06,76.77,17.54,10.87
2517001,1991,89.24,115.21,16.89,0.51,66.37,88.69,93.58,51.81,NA
2517407,1991,101.1,129.64,31.74,0.51,57.15,86.48,93.31,98.05,NA
2600302,1991,81.21,105.83,18.98,0.51,44.53,73.46,91.71,41.35,NA
2600708,2000,55.42,61.41,37.9,0.51,46.8,78.4,92.24,41.73,42.39
2600807,2010,19.9,21.41,56.89,0.51,34.61,61.75,84.15,19.92,10.57
2601300,2010,31.6,33.97,51.59,0.51,21.72,57.5,83.53,2.12,24.18
2601706,2010,21.4,23.07,66.4,0.51,18.54,42.4,70.83,6,16.23
2601805,2000,58.96,65.31,31.5,0.51,65.19,87.05,97.23,9.1,33.24
2601904,1991,89.58,116.18,15.37,0.51,42.11,75.3,90.16,14.57,NA
2602605,2000,70.35,77.83,33.2,0.51,34.42,67.23,88.67,10.44,52.97
2603454,2010,18.1,19.45,58.33,0.51,8.79,27.18,59.78,4.37,10.63
2603801,1991,88.65,115.02,10.59,0.51,59.85,83.77,92.75,24.44,NA
2603801,2000,65.97,73.01,26.67,0.51,54.14,81.29,92.46,15.68,64.82
2604304,1991,58.62,77.4,21.75,0.51,68.21,88.43,95.34,53.46,NA
2605202,1991,73.75,96.53,22.79,0.51,56.32,82.73,94.55,32.18,NA
2605202,2000,52.57,58.28,42.89,0.51,34.47,69.3,87.91,17.26,40.57
2606101,1991,64.17,84.46,16.74,0.51,58.74,86.33,94.69,43.99,NA
2606408,1991,69.7,91.45,12.76,0.51,32.9,67.75,88.19,12.34,NA
2606606,2010,35.7,38.45,38.23,0.51,35.06,61.99,86.36,18.74,32.56
2607505,2010,39.7,42.72,46.49,0.51,38.16,64.17,84.56,26.73,20.52
2608404,2010,41.2,44.31,41.54,0.51,43.14,67.48,89.01,16.9,31.85
